beta_e_phys,gamma_exch_phys,gamma_drain_phys,D_over_H,Y_p,Li7_over_H,Be7_over_H,Li_total_over_H,screening_eff,capture_eff,beta_response_ok,exchange_response_ok,drain_response_ok,chi_D,chi_Y,chi_Li7,chi_Li_total,passes_D,passes_Y,Li7_OK,Li_total_OK,A7_flipped,ACCEPTED,chi_sum
0.7,0.5,0.7,2.5307905000000002e-05,0.24330000000000002,8.160326086956522e-11,0.0,8.160326086956522e-11,0.94,0.91,True,True,True,0.12635000000000712,0.07499999999999868,2.419836956521739,2.419836956521739,True,True,False,False,True,False,5.0410239130434835
0.7,0.6,0.0,2.5307905000000002e-05,0.24330000000000002,1.6016e-10,0.0,1.6016e-10,0.94,0.91,True,True,True,0.12635000000000712,0.07499999999999868,1.5080000000000002,1.5080000000000002,True,True,False,False,True,False,3.217350000000006
0.7,0.6,0.05,2.5307905000000002e-05,0.24330000000000002,1.510943396226415e-10,0.0,1.510943396226415e-10,0.94,0.91,True,True,True,0.12635000000000712,0.07499999999999868,1.054716981132075,1.054716981132075,True,True,False,False,True,False,2.3107839622641553
0.7,0.6,0.1,2.5307905000000002e-05,0.24330000000000002,1.4299999999999997e-10,0.0,1.4299999999999997e-10,0.94,0.91,True,True,True,0.12635000000000712,0.07499999999999868,0.6499999999999991,0.6499999999999991,True,True,True,True,True,True,1.501350000000004
0.7,0.6,0.15,2.5307905000000002e-05,0.24330000000000002,1.3572881355932204e-10,0.0,1.3572881355932204e-10,0.94,0.91,True,True,True,0.12635000000000712,0.07499999999999868,0.2864406779661026,0.2864406779661026,True,True,True,True,True,True,0.774231355932211
0.7,0.6,0.2,2.5307905000000002e-05,0.24330000000000002,1.2916129032258064e-10,0.0,1.2916129032258064e-10,0.94,0.91,True,True,True,0.12635000000000712,0.07499999999999868,0.04193548387096739,0.04193548387096739,True,True,True,True,True,True,0.2852209677419406
0.7,0.6,0.25,2.5307905000000002e-05,0.24330000000000002,1.232e-10,0.0,1.232e-10,0.94,0.91,True,True,True,0.12635000000000712,0.07499999999999868,0.33999999999999964,0.33999999999999964,True,True,True,True,True,True,0.8813500000000051
0.7,0.6,0.3,2.5307905000000002e-05,0.24330000000000002,1.1776470588235295e-10,0.0,1.1776470588235295e-10,0.94,0.91,True,True,True,0.12635000000000712,0.07499999999999868,0.6117647058823521,0.6117647058823521,True,True,True,True,True,True,1.4248794117647101
0.7,0.6,0.35,2.5307905000000002e-05,0.24330000000000002,1.127887323943662e-10,0.0,1.127887323943662e-10,0.94,0.91,True,True,True,0.12635000000000712,0.07499999999999868,0.8605633802816895,0.8605633802816895,True,True,True,True,True,True,1.9224767605633848
0.7,0.6,0.4,2.5307905000000002e-05,0.24330000000000002,1.0821621621621621e-10,0.0,1.0821621621621621e-10,0.94,0.91,True,True,True,0.12635000000000712,0.07499999999999868,1.089189189189189,1.089189189189189,True,True,False,False,True,False,2.379728378378384
0.7,0.6,0.45,2.5307905000000002e-05,0.24330000000000002,1.0399999999999999e-10,0.0,1.0399999999999999e-10,0.94,0.91,True,True,True,0.12635000000000712,0.07499999999999868,1.3,1.3,True,True,False,False,True,False,2.8013500000000056
0.7,0.6,0.5,2.5307905000000002e-05,0.24330000000000002,1.001e-10,0.0,1.001e-10,0.94,0.91,True,True,True,0.12635000000000712,0.07499999999999868,1.4949999999999999,1.4949999999999999,True,True,False,False,True,False,3.1913500000000052
0.7,0.6,0.55,2.5307905000000002e-05,0.24330000000000002,9.648192771084337e-11,0.0,9.648192771084337e-11,0.94,0.91,True,True,True,0.12635000000000712,0.07499999999999868,1.6759036144578314,1.6759036144578314,True,True,False,False,True,False,3.5531572289156683
0.7,0.6,0.6,2.5307905000000002e-05,0.24330000000000002,9.311627906976744e-11,0.0,9.311627906976744e-11,0.94,0.91,True,True,True,0.12635000000000712,0.07499999999999868,1.8441860465116278,1.8441860465116278,True,True,False,False,True,False,3.889722093023261
