beta_e_phys,gamma_exch_phys,gamma_drain_phys,D_over_H,Y_p,Li7_over_H,Be7_over_H,Li_total_over_H,screening_eff,capture_eff,beta_response_ok,exchange_response_ok,drain_response_ok,chi_D,chi_Y,chi_Li7,chi_Li_total,passes_D,passes_Y,Li7_OK,Li_total_OK,A7_flipped,ACCEPTED,chi_sum
0.98,1.1,0.64,2.5272527e-05,0.24358000000000002,1.2987217194570136e-10,0.0,1.2987217194570136e-10,0.996,0.994,True,True,True,0.008423333333330797,0.0049999999999980616,0.006391402714931672,0.006391402714931672,True,True,True,True,True,True,0.0262061387631922
0.98,1.1,0.65,2.5272527e-05,0.24358000000000002,1.2899662921348315e-10,0.0,1.2899662921348315e-10,0.996,0.994,True,True,True,0.008423333333330797,0.0049999999999980616,0.05016853932584217,0.05016853932584217,True,True,True,True,True,True,0.1137604119850132
0.98,1.1,0.66,2.5272527e-05,0.24358000000000002,1.281328125e-10,0.0,1.281328125e-10,0.996,0.994,True,True,True,0.008423333333330797,0.0049999999999980616,0.09335937499999988,0.09335937499999988,True,True,True,True,True,True,0.2001420833333286
0.98,1.1,0.67,2.5272527e-05,0.24358000000000002,1.2728048780487804e-10,0.0,1.2728048780487804e-10,0.996,0.994,True,True,True,0.008423333333330797,0.0049999999999980616,0.13597560975609746,0.13597560975609746,True,True,True,True,True,True,0.28537455284552377
0.98,1.1,0.68,2.5272527e-05,0.24358000000000002,1.2643942731277533e-10,0.0,1.2643942731277533e-10,0.996,0.994,True,True,True,0.008423333333330797,0.0049999999999980616,0.17802863436123287,0.17802863436123287,True,True,True,True,True,True,0.3694806020557946
0.98,1.1,0.69,2.5272527e-05,0.24358000000000002,1.25609409190372e-10,0.0,1.25609409190372e-10,0.996,0.994,True,True,True,0.008423333333330797,0.0049999999999980616,0.21952954048139922,0.21952954048139922,True,True,True,True,True,True,0.4524824142961273
0.98,1.1,0.7,2.5272527e-05,0.24358000000000002,1.2479021739130436e-10,0.0,1.2479021739130436e-10,0.996,0.994,True,True,True,0.008423333333330797,0.0049999999999980616,0.26048913043478156,0.26048913043478156,True,True,True,True,True,True,0.5344015942028919
0.98,1.11,0.6,2.5272527e-05,0.24358000000000002,1.341322093023256e-10,0.0,1.341322093023256e-10,0.996,0.994,True,True,True,0.008423333333330797,0.0049999999999980616,0.2066104651162807,0.2066104651162807,True,True,True,True,True,True,0.42664426356589025
0.98,1.11,0.61,2.5272527e-05,0.24358000000000002,1.3320288683602774e-10,0.0,1.3320288683602774e-10,0.996,0.994,True,True,True,0.008423333333330797,0.0049999999999980616,0.16014434180138734,0.16014434180138734,True,True,True,True,True,True,0.33371201693610353
0.98,1.11,0.62,2.5272527e-05,0.24358000000000002,1.322863532110092e-10,0.0,1.322863532110092e-10,0.996,0.994,True,True,True,0.008423333333330797,0.0049999999999980616,0.11431766055046032,0.11431766055046032,True,True,True,True,True,True,0.2420586544342495
