beta_e_phys,gamma_exch_phys,gamma_drain_phys,B_eff,E_ind,em_scale,be7_scale,D_over_H,Y_p,Li7_over_H,Be7_over_H,Li_total_over_H,screening_eff,capture_eff,beta_response_ok,exchange_response_ok,drain_response_ok,chi_D,chi_Y,chi_Li7,chi_Li_total,passes_D,passes_Y,passes_Li7,passes_Li_total,passes_all,chi_sum,em_softness
0.96,1.13,0.6,0.0,0.0,1.0,1.0,2.5275054e-05,0.24356,1.3458627906976744e-10,0.0,1.3458627906976744e-10,0.992,0.988,True,True,True,0.016846666666661594,0.010000000000003062,0.2293139534883724,0.2293139534883724,True,True,True,True,True,0.48547457364340946,1.0
0.96,1.13,0.62,0.0,0.0,1.0,1.0,2.5275054e-05,0.24356,1.3273417431192659e-10,0.0,1.3273417431192659e-10,0.992,0.988,True,True,True,0.016846666666661594,0.010000000000003062,0.13670871559632983,0.13670871559632983,True,True,True,True,True,0.3002640978593243,1.0
0.96,1.13,0.64,0.0,0.0,1.0,1.0,2.5275054e-05,0.24356,1.3093235294117646e-10,0.0,1.3093235294117646e-10,0.992,0.988,True,True,True,0.016846666666661594,0.010000000000003062,0.04661764705882354,0.04661764705882354,True,True,True,True,True,0.12008196078431174,1.0
0.96,1.13,0.66,0.0,0.0,1.0,1.0,2.5275054e-05,0.24356,1.2917879464285712e-10,0.0,1.2917879464285712e-10,0.992,0.988,True,True,True,0.016846666666661594,0.010000000000003062,0.04106026785714378,0.04106026785714378,True,True,True,True,True,0.1089672023809522,1.0
0.96,1.13,0.68,0.0,0.0,1.0,1.0,2.5275054e-05,0.24356,1.274715859030837e-10,0.0,1.274715859030837e-10,0.992,0.988,True,True,True,0.016846666666661594,0.010000000000003062,0.12642070484581494,0.12642070484581494,True,True,True,True,True,0.2796880763582945,1.0
0.96,1.13,0.7,0.0,0.0,1.0,1.0,2.5275054e-05,0.24356,1.2580891304347826e-10,0.0,1.2580891304347826e-10,0.992,0.988,True,True,True,0.016846666666661594,0.010000000000003062,0.2095543478260867,0.2095543478260867,True,True,True,True,True,0.44595536231883803,1.0
0.96,1.13,0.72,0.0,0.0,1.0,1.0,2.5275054e-05,0.24356,1.241890557939914e-10,0.0,1.241890557939914e-10,0.992,0.988,True,True,True,0.016846666666661594,0.010000000000003062,0.2905472103004294,0.2905472103004294,True,True,True,True,True,0.6079410872675235,1.0
0.96,1.15,0.56,0.0,0.0,1.0,1.0,2.5275054e-05,0.24356,1.3974999999999996e-10,0.0,1.3974999999999996e-10,0.992,0.988,True,True,True,0.016846666666661594,0.010000000000003062,0.4874999999999983,0.4874999999999983,True,True,True,True,True,1.0018466666666612,1.0
0.96,1.15,0.58,0.0,0.0,1.0,1.0,2.5275054e-05,0.24356,1.3777240566037733e-10,0.0,1.3777240566037733e-10,0.992,0.988,True,True,True,0.016846666666661594,0.010000000000003062,0.3886202830188672,0.3886202830188672,True,True,True,True,True,0.8040872327043991,1.0
0.96,1.15,0.6,0.0,0.0,1.0,1.0,2.5275054e-05,0.24356,1.3584999999999998e-10,0.0,1.3584999999999998e-10,0.992,0.988,True,True,True,0.016846666666661594,0.010000000000003062,0.29249999999999926,0.29249999999999926,True,True,True,True,True,0.6118466666666631,1.0
