gamma_r,gamma_im,W
-5.171609769284674,-14.77602791224193,-0.0010281099221342
-5.10444600604721,-14.77602791224193,-0.0011021967860627
-5.037282242809748,-14.77602791224193,-0.0010822605398501
-4.970118479572284,-14.77602791224193,-0.0009702369194717
-4.90295471633482,-14.77602791224193,-0.0007719835485813
-4.835790953097358,-14.77602791224193,-0.0004967925202309
-4.768627189859894,-14.77602791224193,-0.000156825101227
-4.701463426622431,-14.77602791224193,0.0002334973770983
-4.634299663384968,-14.77602791224193,0.0006581175088682
-4.567135900147504,-14.77602791224193,0.0010999579846097
-4.499972136910041,-14.77602791224193,0.0015415137819428
-4.432808373672578,-14.77602791224193,0.0019654103263621
-4.365644610435115,-14.77602791224193,0.0023549226517684
-4.298480847197651,-14.77602791224193,0.0026944542070723
-4.231317083960188,-14.77602791224193,0.00296997588284
-4.164153320722725,-14.77602791224193,0.0031694260569541
-4.096989557485261,-14.77602791224193,0.0032830711683448
-4.029825794247798,-14.77602791224193,0.003303823882546
-3.962662031010335,-14.77602791224193,0.0032275127990393
-3.895498267772872,-14.77602791224193,0.003053094427637
-3.828334504535408,-14.77602791224193,0.0027827954019562
-3.761170741297945,-14.77602791224193,0.0024221711283606
-3.694006978060482,-14.77602791224193,0.0019800667145243
-3.626843214823018,-14.77602791224193,0.0014684673656023
-3.559679451585555,-14.77602791224193,0.0009022285878145
-3.492515688348092,-14.77602791224193,0.0002986814231656
-3.425351925110629,-14.77602791224193,-0.0003228857027057
-3.358188161873166,-14.77602791224193,-0.0009418595242217
-3.291024398635701,-14.77602791224193,-0.0015370319534407
-3.223860635398238,-14.77602791224193,-0.0020874028494685
-3.156696872160776,-14.77602791224193,-0.0025730237859782
-3.089533108923312,-14.77602791224193,-0.0029758454311621
-3.022369345685849,-14.77602791224193,-0.0032805274680662
-2.955205582448385,-14.77602791224193,-0.0034751686603184
-2.888041819210922,-14.77602791224193,-0.0035519159621346
-2.820878055973459,-14.77602791224193,-0.0035074155477972
-2.753714292735995,-14.77602791224193,-0.0033430751640822
-2.686550529498532,-14.77602791224193,-0.0030651159697832
-2.619386766261069,-14.77602791224193,-0.0026844025325071
-2.552223003023605,-14.77602791224193,-0.0022160512840292
-2.485059239786142,-14.77602791224193,-0.0016788297822319
-2.417895476548679,-14.77602791224193,-0.0010943708416027
-2.350731713311216,-14.77602791224193,-0.0004862362404751
-2.283567950073752,-14.77602791224193,0.0001211263791196
-2.216404186836289,-14.77602791224193,0.0007034831954719
-2.149240423598826,-14.77602791224193,0.0012379163596502
-2.082076660361362,-14.77602791224193,0.0017038735693847
-2.014912897123899,-14.77602791224193,0.0020841121066634
-1.947749133886436,-14.77602791224193,0.0023654893681336
-1.880585370648972,-14.77602791224193,0.0025395595068809
-1.813421607411509,-14.77602791224193,0.0026029455533516
-1.746257844174046,-14.77602791224193,0.0025574677331235
-1.679094080936583,-14.77602791224193,0.0024100210129261
-1.611930317699119,-14.77602791224193,0.002172207509797
-1.544766554461656,-14.77602791224193,0.0018597416215646
-1.477602791224192,-14.77602791224193,0.0014916569521805
-1.41043902798673,-14.77602791224193,0.0010893537601779
-1.343275264749266,-14.77602791224193,0.0006755333014299
-1.276111501511802,-14.77602791224193,0.0002730707365727
-1.208947738274339,-14.77602791224193,-9.611897368116556e-05
-1.141783975036876,-14.77602791224193,-0.0004121676272832
-1.074620211799413,-14.77602791224193,-0.0006582406649935
-1.007456448561949,-14.77602791224193,-0.0008213770770735
-0.9402926853244862,-14.77602791224193,-0.000893141985554
-0.873128922087023,-14.77602791224193,-0.0008700602948151
-0.8059651588495597,-14.77602791224193,-0.0007538099200395
-0.7388013956120962,-14.77602791224193,-0.0005511641492519
-0.671637632374633,-14.77602791224193,-0.0002736841995478
-0.6044738691371697,-14.77602791224193,6.282548520325183e-05
-0.5373101058997064,-14.77602791224193,0.000439075648137
-0.4701463426622431,-14.77602791224193,0.0008332307325294
-0.4029825794247798,-14.77602791224193,0.0012219851671467
-0.3358188161873165,-14.77602791224193,0.0015817281042168
-0.2686550529498532,-14.77602791224193,0.0018897423398519
-0.2014912897123899,-14.77602791224193,0.0021253804937893
-0.1343275264749266,-14.77602791224193,0.0022711613513659
-0.0671637632374633,-14.77602791224193,0.002313731671901
0,-14.77602791224193,0.0022446437445547
0.0671637632374633,-14.77602791224193,0.0020609064205854
0.1343275264749266,-14.77602791224193,0.0017652770539002
0.2014912897123899,-14.77602791224193,0.0013662734056948
0.2686550529498532,-14.77602791224193,0.0008778976756564
0.3358188161873165,-14.77602791224193,0.0003190788533654
0.4029825794247798,-14.77602791224193,-0.0002871460890019
0.4701463426622431,-14.77602791224193,-0.0009146777268646
0.5373101058997064,-14.77602791224193,-0.0015355792330954
0.6044738691371697,-14.77602791224193,-0.0021214228588446
0.671637632374633,-14.77602791224193,-0.0026446914417506
