gamma_r,gamma_im,W
-2.309090909090909,-4,-1.523123036179414e-07
-2.290909090909091,-4,-2.302784793304431e-08
-2.272727272727272,-4,1.01848443828224e-07
-2.254545454545455,-4,2.204715386863112e-07
-2.236363636363636,-4,3.311393719163435e-07
-2.218181818181819,-4,4.323175010013687e-07
-2.2,-4,5.226613571070327e-07
-2.181818181818182,-4,6.010359477699165e-07
-2.163636363636364,-4,6.665329498212011e-07
-2.145454545454545,-4,7.184852238966159e-07
-2.127272727272727,-4,7.564788816251534e-07
-2.109090909090909,-4,7.803631430035876e-07
-2.090909090909091,-4,7.902583351333709e-07
-2.072727272727272,-4,7.865625045354413e-07
-2.054545454545455,-4,7.69957244722658e-07
-2.036363636363636,-4,7.414134794674085e-07
-2.018181818181818,-4,7.02198092015715e-07
-2,-4,6.538824526623311e-07
-1.981818181818182,-4,5.983540741925355e-07
-1.963636363636364,-4,5.378328181536599e-07
-1.945454545454545,-4,4.748932875847496e-07
-1.927272727272728,-4,4.124952751261929e-07
-1.909090909090909,-4,3.540243917269033e-07
-1.890909090909091,-4,3.033452814768963e-07
-1.872727272727273,-4,2.648701334197196e-07
-1.854545454545454,-4,2.436455312476732e-07
-1.836363636363636,-4,2.454610362267058e-07
-1.818181818181818,-4,2.769832740453513e-07
-1.8,-4,3.459196904751122e-07
-1.781818181818182,-4,4.612165472753634e-07
-1.763636363636364,-4,6.332961423751497e-07
-1.745454545454546,-4,8.743386483831854e-07
-1.727272727272727,-4,1.19861435966351e-06
-1.709090909090909,-4,1.622872508700557e-06
-1.690909090909091,-4,2.166793141843124e-06
-1.672727272727273,-4,2.853508817154044e-06
-1.654545454545454,-4,3.710203083952272e-06
-1.636363636363636,-4,4.768792805695491e-06
-1.618181818181818,-4,6.066701373366669e-06
-1.6,-4,7.647729704014931e-06
-1.581818181818182,-4,9.563031605544826e-06
-1.563636363636363,-4,1.187219959166732e-05
-1.545454545454545,-4,1.464446652794131e-05
-1.527272727272727,-4,1.796002755918892e-05
-1.50909090909091,-4,2.191148559142573e-05
-1.49090909090909,-4,2.660542215922164e-05
-1.472727272727273,-4,3.216409378903533e-05
-1.454545454545455,-4,3.872725195844318e-05
-1.436363636363637,-4,4.645408244524151e-05
-1.418181818181818,-4,5.552525725771085e-05
-1.4,-4,6.614508944245884e-05
-1.381818181818182,-4,7.854377789168399e-05
-1.363636363636364,-4,9.29797258351058e-05
-1.345454545454546,-4,0.000109741913031
-1.327272727272727,-4,0.0001291522977996
-1.309090909090909,-4,0.0001515682210149
-1.290909090909091,-4,0.0001773847800388
-1.272727272727273,-4,0.0002070371364091
-1.254545454545454,-4,0.0002410027169435
-1.236363636363636,-4,0.0002798032638841
-1.218181818181818,-4,0.0003240066858544
-1.2,-4,0.000374228657843
-1.181818181818182,-4,0.0004311339152484
-1.163636363636364,-4,0.000495437184335
-1.145454545454546,-4,0.000567903689366
-1.127272727272727,-4,0.0006493491752994
-1.109090909090909,-4,0.0007406393843763
-1.090909090909091,-4,0.0008426889252986
-1.072727272727272,-4,0.0009564594750875
-1.054545454545455,-4,0.0010829572562302
-1.036363636363636,-4,0.0012232297354433
-1.018181818181818,-4,0.0013783614953774
-1,-4,0.0015494692369089
-0.981818181818182,-4,0.0017376958773523
-0.9636363636363638,-4,0.0019442037189808
-0.9454545454545452,-4,0.0021701666726627
-0.9272727272727276,-4,0.0024167615331564
-0.9090909090909092,-4,0.0026851583155891
-0.8909090909090909,-4,0.0029765096767804
-0.8727272727272728,-4,0.0032919394602115
-0.8545454545454545,-4,0.0036325304194396
-0.8363636363636362,-4,0.0039993111913946
-0.8181818181818183,-4,0.0043932426080623
-0.7999999999999998,-4,0.0048152034522798
-0.7818181818181815,-4,0.0052659757804671
-0.7636363636363637,-4,0.0057462299517877
-0.7454545454545458,-4,0.0062565095191291
