galaxy,source,q_flag,fit_status,n_points,ml_star_best,rho0_best,r0_best,v_inf_best,chi2_min,chi2_red
UGC07866,data/SPARC/Rotmod\UGC07866_rotmod.dat,2,boundary,7,1.6083333333333332,4455074.406725829,1584.893192461114,24593.061185163235,0.15741842074132498,0.039354605185331244
UGC08286,data/SPARC/Rotmod\UGC08286_rotmod.dat,1,ok,17,0.7,176187281.53447422,0.8542381193020124,83.35877696838764,12.387117973165516,0.884794140940394
UGC08490,data/SPARC/Rotmod\UGC08490_rotmod.dat,1,ok,30,0.8916666666666666,251335857.57731086,0.6606934480075962,77.00383164231953,4.748301884520993,0.17586303276003679
UGC08550,data/SPARC/Rotmod\UGC08550_rotmod.dat,1,ok,11,1.7666666666666666,25434005.34793477,1.7825947846835628,66.09142564765503,2.7708296278390465,0.3463537034798808
UGC08699,data/SPARC/Rotmod\UGC08699_rotmod.dat,2,ok,41,0.275,448755906844.61774,0.03271424050126123,161.11168527415455,41.2074108744279,1.08440554932705
UGC08837,data/SPARC/Rotmod\UGC08837_rotmod.dat,2,boundary,8,0.05,9636031.673079269,4.019856280710574,91.73704466174064,1.720659625346524,0.3441319250693048
UGC09037,data/SPARC/Rotmod\UGC09037_rotmod.dat,2,boundary,22,0.05,50193952.97856566,3.0790805660189253,160.37322465454153,9.752154134937046,0.5132712702598445
UGC09133,data/SPARC/Rotmod\UGC09133_rotmod.dat,1,ok,68,0.6083333333333333,50880890.94499882,3.9474422895959362,207.0037688173991,436.22676585086094,6.711181013090169
UGC09992,data/SPARC/Rotmod\UGC09992_rotmod.dat,2,ok,5,0.6749999999999999,3685735562.5299067,0.05128613839913651,22.890073957129616,0.021296836312136004,0.010648418156068002
UGC10310,data/SPARC/Rotmod\UGC10310_rotmod.dat,1,ok,7,1.7666666666666666,17079226.315990485,1.806517218242904,54.885965881516064,0.36465316786508967,0.09116329196627242
UGC11455,data/SPARC/Rotmod\UGC11455_rotmod.dat,1,ok,36,0.31666666666666665,66225918.42332051,4.328284401075477,258.94939085870294,74.94787315909434,2.2711476714877072
UGC11557,data/SPARC/Rotmod\UGC11557_rotmod.dat,2,ok,12,0.055,25090623.31221439,2.6462543135122383,97.44788406322417,4.950789051588493,0.5500876723987215
UGC11820,data/SPARC/Rotmod\UGC11820_rotmod.dat,1,ok,10,2.4916666666666663,3671596.6238016966,7.413102413009175,104.42694916549006,3.2464815783422445,0.46378308262032064
UGC11914,data/SPARC/Rotmod\UGC11914_rotmod.dat,1,ok,65,0.16666666666666669,96346767892.33018,0.11621525992813551,265.19592249481235,134.8876470479745,2.1756072104512016
UGC12506,data/SPARC/Rotmod\UGC12506_rotmod.dat,2,ok,31,0.7416666666666667,794086265.3920916,0.9584709342250604,198.56280486196528,7.047750409617501,0.2517053717720536
UGC12632,data/SPARC/Rotmod\UGC12632_rotmod.dat,1,ok,15,1.7916666666666667,21586295.456322238,1.9008479046983868,64.92643188196463,1.0181966899793309,0.08484972416494424
UGC12732,data/SPARC/Rotmod\UGC12732_rotmod.dat,1,ok,16,2.591666666666667,4326050.681284513,7.5857757502918375,115.99276760297332,1.6833387124785628,0.12948759326758175
UGCA281,data/SPARC/Rotmod\UGCA281_rotmod.dat,3,ok,7,0.5499999999999999,162956334.36169246,0.3501148457355177,32.857253548430755,0.7284314305263471,0.18210785763158677
UGCA442,data/SPARC/Rotmod\UGCA442_rotmod.dat,1,ok,8,1.8999999999999997,21127338.16558836,1.9904321065124164,67.25969128762775,4.835160114498949,0.9670320228997898
UGCA444,data/SPARC/Rotmod\UGCA444_rotmod.dat,2,ok,36,2.75,41932881.5535935,0.8010953493868744,38.13701288721221,5.37876103640007,0.16299275867879
