N,MIN_NEUTRON,Cint_n,lambda_pred,|Cn|,eps
250,28,1.1763129861003427,2032.6688399813922,8792,-0.10702604902405036
250,29,1.1765452753469319,2033.0702357994983,8782,-0.10724465601889009
250,30,1.1753641188786252,2031.0291974222644,8759,-0.10613307177741749
250,31,1.1759393428910427,2032.0231845157218,8750,-0.10667441406751782
250,32,1.1757615583074754,2031.7159727553176,8725,-0.1065071013136424
250,33,1.1744550847938489,2029.4583865237707,8712,-0.10527758142477389
250,34,1.1751934090779579,2030.7342108867113,8690,-0.10597241708908584
250,35,1.1747323744687275,2029.9375430819612,8672,-0.10553853824225645
255,26,1.1818396860903542,2042.218977564132,9208,-0.11222721650785619
255,29,1.1812095090164056,2041.130031580349,9166,-0.11163415798975589
255,33,1.1804660147958665,2039.8452735672574,9096,-0.11093445690750892
260,20,1.181628306243981,2041.8537131895991,9628,-0.11202828731219237
260,21,1.1815177653930244,2041.6626985991463,9622,-0.11192425751490534
260,22,1.1799678863101577,2038.9845075439525,9609,-0.1104656690798163
260,23,1.1793382200682891,2037.8964442780036,9596,-0.10987309130487355
260,24,1.1795984704059714,2038.3461568615187,9578,-0.11011801243257167
260,25,1.1798146225686312,2038.7196677985949,9574,-0.11032143284656418
260,26,1.1794141736830002,2038.0276921242244,9556,-0.10994457111594104
260,27,1.1799691193303374,2038.986638202823,9541,-0.11046682947290389
260,28,1.1788833319006733,2037.1103975243634,9524,-0.10944499686326324
260,29,1.1782138816610463,2035.9535875102881,9514,-0.10881497843912832
260,30,1.1787441994583723,2036.8699766640673,9491,-0.10931405957045806
260,31,1.1785687156018567,2036.5667405600084,9482,-0.10914891202669937
260,32,1.177863579195879,2035.3482648504787,9457,-0.10848530941518653
260,33,1.1781293463526548,2035.8075104973875,9444,-0.1087354224114745
260,34,1.1788995697671352,2037.1384565576095,9422,-0.10946027829037172
260,35,1.1783448002743544,2036.1798148740845,9404,-0.10893818571214725
265,26,1.1797160330445033,2038.5493051009018,9954,-0.11022865042159727
265,29,1.1795013059496569,2038.178256681007,9912,-0.1100265711363771
265,33,1.1805995735050583,2040.0760630167408,9842,-0.11106014877004584
270,20,1.1802961127413776,2039.5516828171005,10404,-0.1107745623876622
270,21,1.180616866202198,2040.1059447973983,10398,-0.11107642289642015
270,22,1.1807132994648462,2040.2725814752541,10385,-0.1111671760675619
270,23,1.1799317872382955,2038.9221283477746,10372,-0.11043169630779956
270,24,1.1799880370509692,2039.0193280240749,10354,-0.11048463290598254
270,25,1.1802249187841871,2039.4286596590753,10350,-0.11070756188178127
270,26,1.1805805241184952,2040.0431456767597,10332,-0.11104222142639449
270,27,1.180829249689411,2040.4729434633023,10317,-0.11127629661668467
270,28,1.1804697377430258,2039.8517068199485,10300,-0.11093796056642713
270,29,1.1801201213798087,2039.2475697443094,10290,-0.11060893723180476
270,30,1.1790923464748946,2037.471574708618,10267,-0.10964170010553195
270,31,1.179233794699595,2037.7159972409002,10258,-0.1097748167770146
270,32,1.179394879981155,2037.994352607436,10233,-0.10992641384761447
270,33,1.1798302616636878,2038.7466921548526,10220,-0.11033615077097318
270,34,1.1802803018315264,2039.5243615648776,10198,-0.11075968276865697
270,35,1.1795053994864386,2038.1853303125658,10180,-0.11003042355652677
275,26,1.1844323231752738,2046.699054446873,10753,-0.11466714263515897
275,29,1.1830552293909335,2044.3194363875332,10711,-0.11337116213572775
275,33,1.1804457331310059,2039.810226850378,10641,-0.11091536986895394
280,20,1.181144900702972,2041.0183884147355,11195,-0.11157335522144525
280,21,1.1807387450801805,2040.316551498552,11189,-0.11119112289067908
280,22,1.180705596889073,2040.259271424318,11176,-0.11115992718726705
280,23,1.1800042949821963,2039.047421729235,11163,-0.11049993321600562
280,24,1.179969870250029,2038.9879357920502,11145,-0.11046753616208367
280,25,1.1796346395069381,2038.4086570679892,11141,-0.11015205110885348
280,26,1.1796459658498426,2038.428228988528,11123,-0.11016271030991942
280,27,1.1800488287476338,2039.1243760759112,11108,-0.11054184386307238
280,28,1.179837443169356,2038.759101796647,11091,-0.11034290927312329
280,29,1.180155720599326,2039.3090851956354,11081,-0.11064243959367295
280,30,1.1794554050328305,2038.098939896731,11058,-0.10998337386558155
280,31,1.1788283890367197,2037.0154562554517,11049,-0.10939329023218523
280,32,1.1788112703518752,2036.9858751680404,11024,-0.10937717986847095
280,33,1.1790835473988628,2037.4563699052349,11011,-0.10963341931080323
280,34,1.1799779211059576,2039.0018476710948,10989,-0.11047511280821035
280,35,1.1802719250625548,2039.5098865080947,10971,-0.11075179940634798
285,26,1.1811291363567809,2040.9911476245172,11572,-0.11155851942341735
285,29,1.1804772784805424,2039.8647372143773,11530,-0.11094505714102798
285,33,1.1793387174371914,2037.8973037314668,11460,-0.10987355937785863
290,20,1.1797193408981879,2038.5550210720687,12033,-0.1102317634367883
290,21,1.1797903496289337,2038.6777241587974,12027,-0.11029858962639309
290,22,1.1789874116691252,2037.2902473642484,12014,-0.10954294614735191
290,23,1.1787821212299787,2036.9355054854032,12001,-0.10934974768194666
290,24,1.1784239145732462,2036.3165243825695,11983,-0.1090126400374487
290,25,1.1787434863421111,2036.868744399168,11979,-0.1093133884580191
290,26,1.1792023972040118,2037.6617423685323,11961,-0.10974526865003181
290,27,1.1798008132697337,2038.6958053300998,11946,-0.11030843694005033
290,28,1.1790497095549277,2037.397898110915,11929,-0.10960157457634774
290,29,1.1790183277147726,2037.343670291127,11919,-0.10957204118266035
290,30,1.1783742562486148,2036.2307147976064,11896,-0.10896590667688275
290,31,1.1786460164922101,2036.700316498539,11887,-0.1092216597564661
290,32,1.179287754447154,2037.8092396846823,11862,-0.10982559819901076
290,33,1.1769350263565734,2033.743725544159,11849,-0.10761144999753773
290,34,1.1773896609005832,2034.5293340362077,11827,-0.10803930575442557
290,35,1.1775192727514139,2034.7533033144432,11809,-0.10816128323561235
295,26,1.1793695227147336,2037.9505352510596,12423,-0.10990255016950128
295,29,1.1782997285941208,2036.1019310106408,12381,-0.1088957688344272
295,33,1.1767757237713818,2033.468450676948,12311,-0.10746153061930443
300,20,1.1797553219346995,2038.6171963031607,12889,-0.11026562512594741
300,21,1.1789556754440038,2037.2354071672387,12883,-0.10951307924260614
300,22,1.1791972280173852,2037.6528100140417,12870,-0.10974040393773553
300,23,1.1785621167594382,2036.5553377603092,12857,-0.10914270186789211
300,24,1.1788480566486532,2037.0494418888727,12839,-0.10941179938662772
300,25,1.1788141206521412,2036.9908004869,12835,-0.10937986228095753
300,26,1.1783039923006613,2036.1092986955427,12817,-0.10889978140103276
300,27,1.1784939796614688,2036.4375968550182,12802,-0.10907857816676138
300,28,1.1784376227799809,2036.3402121638069,12785,-0.10902554080630865
300,29,1.1784878663685399,2036.427033084837,12775,-0.10907282495771099
300,30,1.178730336791305,2036.846021975375,12752,-0.10930101343925504
300,31,1.1789347015850464,2037.1991643389601,12743,-0.10949334078142374
300,32,1.1794187795669826,2038.0356510917459,12718,-0.10994890570512564
300,33,1.179477219955007,2038.1366360822522,12705,-0.11000390384985635
300,34,1.1780397674580043,2035.6527181674314,12683,-0.10865111987380582
300,35,1.17866992570494,2036.7416316181364,12665,-0.10924416067383798
